id	Class	agey	hispn	white	black	asian	male	educ	trump	incomec	veg_diet	income	ecocatas	humabuse	ecocrisis	nep	famsec	honpar	selfdisc	trad	equal	socjust	peace	halt	resperth	protenv	unnat	balt	excit	curious	varied	open	infl	author	wealth	self	andig	pcruel	comp	animal	biovote	bioprice	biodon	biowts	climvote	climprice	climdon	climwts	anwbvote	anwbprice	anwbdon	anwbwts	SciThinking	BT.fam	sci_rel_-1	sci_rel_2	sci_rel_3	sci_rel_4	sci_rel_5	science	religiosity	politics	edu_cat	age_cat	edu_cat_STEM	race_cat	farm_c	farm_now	farm	ag_famil
240	d	41	0	1	0	0	0	3	0	37.5	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3.666666746	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0.25	3	3	3	3	4	3	3	3.333333333	2.333333333	2	2	2	1	0	0	0	2
241	d	43	0	0	1	0	0	2	1	12.5	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0.5	3	3	3	3	3	3	3	3	5.333333333	1	2	1	3	0	0	0	4
242	d	51	0	1	0	0	0	3	1	37.5	1	2	3	5	2	3.333333254	5	5	4	4.666666508	4	4	5	4.333333492	5	5	3	4.333333492	3	3	4	3.333333254	4	3	3	3.333333254	5	5	5	5	3	3	4	3.333333254	3	3	3	3	4	3	4	3.666666746	0.5	2.8	4	5	5	1	1	5	1	5.333333333	2	2	2	1	0	0	0	0
243	e	23	0	0	1	0	0	3	0	12.5	1	1	4	3	2	3	2	3	3	2.666666746	3	4	2	3	4	3	3	3.333333254	3	3	3	3	3	3	4	3.333333254	3	3	3	3	5	3	5	4.333333492	5	4	3	4	5	2	4	3.666666746	0.5	4.8	3	3	4	2	2	3.5	2.333333333	3.666666667	2	1	2	3	0	0	0	3
244	d	54	0	1	0	0	0	2	1	87.5	1	4	4	4	2	3.333333254	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4.333333492	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	0.5	4	4	4	4	4	4	4	4	4	1	3	1	1	1	1	1	0
245	b	60	0	1	0	0	0	1	1	12.5	1	1	3	4	4	3.666666746	5	5	5	5	5	3	5	4.333333492	5	5	5	5	4	4	4	4	3	3	2	2.666666746	5	5	5	5	5	3	4	4	5	3	4	4	5	4	5	4.666666508	0.25	3	4	5	5	3	2	5	2.666666667	3.666666667	1	3	1	1	0	1	1	2
246	e	29	0	0	0	0	1	5	1	37.5	1	2	3	4	2	3	5	4	4	4.333333492	5	3	4	4	4	4	4	4	4	5	4	4.333333492	5	4	4	4.333333492	3	5	4	4	4	4	5	4.333333492	4	4	4	4	4	4	3	3.666666746	0.75	3.8	4	4	3	4	4	3.5	4	1.666666667	2	1	2	0	0	0	0	3
247	d	41	0	1	0	0	0	2	0	37.5	1	2	4	5	3	4	4	4	4	4	4	3	4	3.666666746	3	3	3	3	4	3	3	3.333333254	3	4	4	3.666666746	4	3	3	3.333333254	3	2	2	2.333333254	4	4	2	3.333333254	3	4	3	3.333333254	0.5	1.4	3	3	1	2	2	2	1.666666667	3	1	2	1	1	0	0	0	1
248	a	29	0	1	0	0	0	2	1	12.5	1	1	4	5	4	4.333333492	5	5	4	4.666666508	5	5	5	5	5	4	4	4.333333492	4	3	3	3.333333254	4	4	2	3.333333254	5	5	5	5	3	4	3	3.333333254	4	3	4	3.666666746	4	3	4	3.666666746	0.5	1.2	2	3	4	2	4	3.5	3.333333333	4	1	1	1	1	0	0	0	1
249	b	86	0	1	0	0	1	6	1	12.5	1	1	3	4	4	3.666666746	5	4	4	4.333333492	3	4	5	4	3	4	2	3	4	5	4	4.333333492	5	4	4	4.333333492	5	5	5	5	3	1	1	1.666666627	4	1	1	2	5	4	4	4.333333492	0.75	1.4	4	1	1	2	2	1	2	4.666666667	3	4	3	1	1	0	1	0
250	d	63	0	1	0	0	1	2	1	60.25	1	3	2	4	4	3.333333254	5	5	3	4.333333492	5	5	5	5	4	5	4	4.333333492	4	3	4	3.666666746	3	2	4	3	4	5	5	4.666666508	4	4	3	3.666666746	4	4	3	3.666666746	5	5	4	4.666666508	0.75	1.8	4	5	5	2	3	5	2.666666667	3.666666667	1	3	1	1	1	1	1	0
251	a	22	0	0	0	0	0	2	0	37.5	1	2	5	4	3	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4.666666508	5	3	3	3.666666746	5	5	5	5	3	1	3	2.333333254	5	4	4	4.333333492	5	5	5	5	0.75	3.4	4	1	3	4	5	2	3.333333333	3.157528285	1	1	1	5	1	1	1	3
252	d	54	0	0	1	0	0	2	0	12.5	1	1	4	4	4	4	4	5	4	4.333333492	4	5	5	4.666666508	5	5	5	5	4	4	5	4.333333492	4	4	4	4	5	5	4	4.666666508	4	2	4	3.333333254	4	2	4	3.333333254	5	2	4	3.666666746	0.75	2.2	3	4	5	4	4	4.5	4	1.333333333	1	3	1	3	0	0	0	0
253	d	58	0	1	0	0	1	3	1	60.25	1	3	2	2	2	2	5	5	5	5	5	5	4	4.666666508	5	4	4	4.333333492	4	4	3	3.666666746	4	3	4	3.666666746	5	5	5	5	3	1	2	2	2	1	1	1.333333373	4	2	4	3.333333254	0.25	2.4	4	2	4	2	3	3	2.666666667	4	2	3	2	1	1	0	1	2
254	c	32	0	1	0	0	0	5	0	60.25	1	3	5	5	5	5	5	4	5	4.666666508	5	5	5	5	4	5	5	4.666666508	4	5	4	4.333333492	5	1	3	3	5	5	3	4.333333492	3	3	3	3	4	4	4	4	4	4	4	4	0.5	1.2	3	1	1	2	2	1	2.666666667	1.666666667	2	1	2	1	0	0	0	1
255	d	57	0	1	0	0	0	5	1	125	2	5	3	4	3	3.333333254	5	5	4	4.666666508	4	5	4	4.333333492	5	5	5	5	4	4	4	4	4	4	3	3.666666746	5	5	5	5	4	4	4	4	4	4	4	4	5	5	5	5	0.5	3.8	2	3	4	2	2	3.5	2	4.666666667	2	3	2	1	0	0	0	2
256	d	54	0	1	0	0	0	6	0	125	1	5	3	5	5	4.333333492	5	3	5	4.333333492	5	4	5	4.666666508	4	4	4	4	4	4	4	4	3	3	3	3	5	5	3	4.333333492	4	4	4	4	5	5	5	5	4	4	4	4	0.75	1	5	3	5	2	2	4	2.666666667	3.157528285	3	3	3	1	0	1	1	1
257	c	29	1	1	0	0	0	4	1	125	1	5	4	5	4	4.333333492	5	4	4	4.333333492	5	3	5	4.333333492	3	5	4	4	5	5	5	5	3	1	4	2.666666746	5	5	5	5	4	4	2	3.333333254	5	4	2	3.666666746	4	5	2	3.666666746	1	4.8	5	3	4	4	4	3.5	4	4	3	1	3	2	0	0	0	1
258	d	61	1	1	0	0	0	3	0	37.5	1	2	4	5	5	4.666666508	5	5	3	4.333333492	4	5	5	4.666666508	5	5	5	5	3	2	3	2.666666746	3	4	2	3	5	5	3	4.333333492	3	1	3	2.333333254	4	1	2	2.333333254	2	1	3	2	0.25	1.8	4	5	4	3	2	4.5	3	1.333333333	2	3	2	2	1	0	1	0
259	c	82	0	1	0	0	1	5	1	12.5	1	1	1	2	2	1.666666627	5	5	5	5	4	3	5	4	4	4	4	4	5	5	5	5	3	1	2	2	4	4	3	3.666666746	4	4	4	4	2	1	1	1.333333373	3	3	3	3	0.5	3.2	3	3	5	4	4	4	3.333333333	5.333333333	2	4	2	1	0	0	0	2
260	b	53	0	1	0	0	0	5	0	12.5	1	1	4	4	5	4.333333492	5	4	4	4.333333492	4	4	5	4.333333492	5	5	5	5	4	4	4	4	5	5	4	4.666666508	5	5	5	5	4	4	4	4	5	4	4	4.333333492	5	4	5	4.666666508	0.5	2.4	2	3	3	4	2	3	3.333333333	2.490861619	2	3	2	5	1	0	1	2
261	a	76	0	1	0	0	1	5	1	60.25	1	3	1	3	1	1.666666627	5	5	4	4.666666508	5	3	5	4.333333492	4	4	4	4	3	3	3	3	2	3	2	2.333333254	4	4	3	3.666666746	2	2	1	1.666666627	1	1	1	1	4	4	4	4	1	3.8	5	1	1	2	2	1	2	5.333333333	2	4	2	1	0	0	0	3
262	b	37	0	0	0	0	0	6	0	125	1	5	4	4	4	4	5	5	5	5	3	4	5	4	5	5	3	4.333333492	4	4	3	3.666666746	3	2	2	2.333333254	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.75	2	4	1	3	3	3	2	3.333333333	3.824194952	3	1	3	0	0	0	0	0
263	d	34	0	0	1	0	0	3	0	12.5	2	1	5	5	4	4.666666508	5	5	4	4.666666508	5	4	5	4.666666508	4	4	3	3.666666746	5	3	3	3.666666746	3	2	1	2	4	5	4	4.333333492	4	5	4	4.333333492	4	2	4	3.333333254	5	4	4	4.333333492	0.5	4	2	5	5	4	4	5	4	2.333333333	2	1	2	3	1	1	1	3
264	c	31	1	0	1	0	0	5	0	12.5	1	1	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	2	4	3.333333254	4	2	4	3.333333254	5	2	4	3.666666746	0.25	3.2	3	4	5	4	4	4.5	3.333333333	2	2	1	2	3	1	0	1	3
265	e	31	1	0	0	0	0	2	0	12.5	2	1	3	5	1	3	4	4	4	4	5	4	5	4.666666508	4	3	4	3.666666746	4	5	3	4	4	3	4	3.666666746	4	5	4	4.333333492	3	4	4	3.666666746	4	4	4	4	4	5	4	4.333333492	0.5	4.2	4	4	4	5	4	4	4.333333333	3.666666667	1	1	1	2	0	0	0	4
266	d	61	0	0	0	0	1	2	1	12.5	1	1	3	3	2	2.666666746	4	4	4	4	2	4	3	3	3	3	4	3.333333254	2	4	2	2.666666746	4	1	2	2.333333254	5	3	4	4	3	3	1	2.333333254	3	1	1	1.666666627	3	1	1	1.666666627	0.75	2.8	3	3	3	3	3	3	2.666666667	4	1	3	1	5	0	1	1	1
267	e	54	0	1	0	0	0	2	1	60.25	1	3	4	5	4	4.333333492	5	5	4	4.666666508	5	5	4	4.666666508	5	5	4	4.666666508	4	3	4	3.666666746	3	4	3	3.333333254	5	5	5	5	4	4	3	3.666666746	5	3	3	3.666666746	5	5	5	5	0.5	2.6	5	2	4	2	2	3	2	3	1	3	1	1	0	0	0	1
268	c	44	0	1	0	0	1	6	0	125	2	5	5	4	4	4.333333492	5	5	5	5	5	5	3	4.333333492	5	5	5	5	5	5	5	5	5	5	2	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.5	4	4	5	5	2	2	5	2.333333333	4.157528285	3	2	3	1	0	0	0	3
269	d	35	0	1	0	0	0	2	0	125	1	5	3	4	5	4	5	5	4	4.666666508	3	5	5	4.333333492	4	4	3	3.666666746	5	4	4	4.333333492	3	4	4	3.666666746	5	5	4	4.666666508	4	4	3	3.666666746	4	4	4	4	1	2	4	2.333333254	0.25	2.8	4	4	5	4	5	4.5	4.333333333	2.333333333	1	1	1	1	0	0	0	4
270	d	21	0	0	1	0	0	1	1	37.5	1	2	1	1	1	1	5	5	5	5	5	4	5	4.666666508	2	2	1	1.666666627	1	3	1	1.666666627	2	3	1	2	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0.25	2.8	3	4	5	1	1	4.5	1	4.333333333	1	1	1	3	0	0	0	1
271	c	56	0	1	0	0	1	2	0	37.5	1	2	4	4	5	4.333333492	5	5	3	4.333333492	5	5	5	5	3	4	3	3.333333254	3	3	3	3	1	1	2	1.333333373	4	4	5	4.333333492	3	1	1	1.666666627	3	1	1	1.666666627	3	1	1	1.666666627	1	1.4	3	3	4	4	4	3.5	4	2.666666667	1	3	1	1	0	0	0	0
272	e	58	0	1	0	0	1	2	0	37.5	1	2	3	4	4	3.666666746	5	4	4	4.333333492	4	4	5	4.333333492	4	4	4	4	4	4	4	4	3	3	3	3	4	4	3	3.666666746	3	3	3	3	4	4	3	3.666666746	3	3	3	3	0.25	2	3	2	2	3	3	2	3	3.824194952	1	3	1	1	0	0	0	1
273	b	59	0	1	0	0	0	2	1	37.5	1	2	5	4	2	3.666666746	5	4	4	4.333333492	3	5	5	4.333333492	5	5	4	4.666666508	5	3	5	4.333333492	5	5	3	4.333333492	5	5	4	4.666666508	4	5	4	4.333333492	5	5	4	4.666666508	5	5	5	5	0.5	2.8	3	5	5	2	2	5	2	4	1	3	1	1	0	1	1	1
274	b	30	0	0	0	1	0	6	0	125	1	5	4	5	2	3.666666746	4	5	4	4.333333492	5	3	5	4.333333492	4	5	4	4.333333492	4	3	5	4	4	4	4	4	5	4	5	4.666666508	3	4	3	3.333333254	5	3	4	4	4	4	3	3.666666746	0.75	2.4	4	3	4	3	3	3.5	3	2.157528285	3	1	3	4	0	0	0	2
275	c	27	0	0	1	0	0	3	0	12.5	1	1	4	5	4	4.333333492	5	5	5	5	5	5	5	5	5	5	5	5	4	5	3	4	5	3	2	3.333333254	5	4	5	4.666666508	4	4	4	4	5	5	4	4.666666508	5	4	4	4.333333492	0.25	2	4	1	1	1	1	1	1	2.824194952	2	1	2	3	0	0	0	2
276	b	30	0	0	0	1	0	2	0	60.25	2	3	4	4	4	4	5	3	4	4	5	3	5	4.333333492	4	4	3	3.666666746	5	4	4	4.333333492	3	2	4	3	5	5	5	5	3	3	4	3.333333254	3	3	4	3.333333254	3	4	5	4	0.25	1.8	5	3	2	3	2	2.5	2.333333333	3.157528285	1	1	1	4	0	1	1	2
277	c	70	0	1	0	0	0	1	0	37.5	1	2	4	4	3	3.666666746	5	5	5	5	5	1	5	3.666666746	5	5	5	5	5	5	1	3.666666746	5	5	3	4.333333492	5	5	1	3.666666746	4	3	3	3.333333254	4	3	4	3.666666746	3	3	3	3	0.5	2.4	3	4	4	3	3	4	3	2.824194952	1	3	1	1	0	0	0	0
278	a	41	0	1	0	0	0	2	0	12.5	1	1	2	5	4	3.666666746	5	4	4	4.333333492	5	5	5	5	4	5	3	4	3	4	3	3.333333254	3	4	4	3.666666746	5	5	5	5	3	2	3	2.666666746	5	2	3	3.333333254	5	3	3	3.666666746	0.75	1	5	1	1	3	3	1	3.333333333	2.157528285	1	2	1	1	0	0	0	0
279	e	66	0	1	0	0	0	2	0	60.25	1	3	5	4	3	4	5	5	5	5	5	5	5	5	5	5	5	5	2	4	5	3.666666746	3	3	2	2.666666746	5	5	5	5	4	4	4	4	4	4	3	3.666666746	5	5	5	5	0.75	2.4	5	2	2	1	1	2	1.333333333	3.157528285	1	3	1	1	1	0	1	4
280	e	60	0	1	0	0	0	4	1	60.25	1	3	4	4	3	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	3	2	3	2.666666746	1	1	2	1.333333373	5	5	5	5	4	4	4	4	5	4	4	4.333333492	5	5	5	5	0.75	2.4	5	2	4	4	3	3	3.666666667	4	3	3	3	1	0	0	0	0
281	e	35	0	1	0	0	1	4	0	87.5	2	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	4.333333492	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.25	5	3	5	5	5	5	5	4.333333333	2.333333333	3	1	3	1	0	0	0	4
282	c	18	0	0	0	1	0	2	0	60.25	1	3	5	4	2	3.666666746	5	5	5	5	2	3	3	2.666666746	4	4	3	3.666666746	3	4	4	3.666666746	3	5	2	3.333333254	3	3	3	3	4	4	4	4	3	4	4	3.666666746	3	4	4	3.666666746	0.75	3.2	4	5	5	4	5	5	4.666666667	3.490861619	1	1	1	4	0	0	0	2
283	e	34	0	1	0	0	1	6	1	125	2	5	5	5	1	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.5	5	5	5	5	5	5	5	5	3	3	1	4	1	0	0	0	4
284	d	63	0	1	0	0	0	4	1	125	1	5	1	2	1	1.333333373	5	4	5	4.666666508	4	3	5	4	4	3	3	3.333333254	3	3	4	3.333333254	4	2	4	3.333333254	4	4	1	3	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1.2	3	1	4	2	1	2.5	1.333333333	5	3	3	3	1	0	0	0	0
285	e	73	0	1	0	0	1	4	1	37.5	1	2	2	4	2	2.666666746	5	5	5	5	4	2	5	3.666666746	5	5	5	5	4	5	5	4.666666508	4	5	3	4	4	5	3	4	4	2	2	2.666666746	2	1	1	1.333333373	4	2	4	3.333333254	0.75	3.4	1	3	5	2	2	4	2	5	3	4	3	1	1	0	1	3
286	c	55	0	1	0	0	0	3	1	12.5	1	1	4	4	3	3.666666746	5	5	4	4.666666508	5	4	5	4.666666508	5	4	5	4.666666508	4	4	4	4	3	2	2	2.333333254	5	5	4	4.666666508	4	5	4	4.333333492	4	5	4	4.333333492	5	5	5	5	0.25	2.8	4	3	3	2	3	3	3	3.333333333	2	3	2	1	1	0	1	2
287	c	38	0	0	1	0	0	6	0	37.5	1	2	4	5	4	4.333333492	5	5	5	5	5	4	4	4.333333492	5	5	5	5	4	3	4	3.666666746	3	4	5	4	5	5	3	4.333333492	3	5	4	4	4	5	4	4.333333492	5	5	5	5	0.5	2.4	4	3	4	2	3	3.5	2.666666667	1.333333333	3	1	3	3	0	0	0	1
288	e	77	0	1	0	0	0	2	0	12.5	1	1	4	4	4	4	4	4	3	3.666666746	4	2	4	3.333333254	3	4	2	3	3	2	2	2.333333254	2	2	1	1.666666627	4	5	4	4.333333492	3	1	3	2.333333254	3	3	3	3	3	4	4	3.666666746	0.5	2	4	2	4	2	4	3	3.333333333	2.666666667	1	4	1	1	0	0	0	1
289	c	66	0	1	0	0	1	6	0	125	1	5	4	4	5	4.333333492	5	5	4	4.666666508	5	4	5	4.666666508	4	4	3	3.666666746	4	5	5	4.666666508	3	3	4	3.333333254	5	5	5	5	4	2	2	2.666666746	5	4	2	3.666666746	4	3	2	3	0.5	2.2	5	1	1	3	3	1	3	2.666666667	3	3	3	1	1	1	1	4
290	d	68	0	0	0	1	0	2	0	37.5	3	2	3	3	3	3	5	5	4	4.666666508	4	5	5	4.666666508	3	4	4	3.666666746	3	3	2	2.666666746	4	2	5	3.666666746	3	3	2	2.666666746	3	3	3	3	3	3	3	3	3	3	3	3	0.5	2	3	3	2	3	3	2.5	2.666666667	3.157528285	1	3	1	4	0	0	0	0
291	b	25	0	1	0	0	0	2	1	12.5	1	1	5	5	2	4	5	4	4	4.333333492	5	3	5	4.333333492	5	5	5	5	4	5	5	4.666666508	5	2	3	3.333333254	4	5	5	4.666666508	4	4	4	4	5	4	5	4.666666508	5	5	5	5	0	4.2	4	5	5	4	2	5	3.333333333	3	1	1	1	1	1	1	1	4
292	d	59	1	1	0	0	1	2	1	125	1	5	1	1	1	1	5	5	4	4.666666508	4	3	4	3.666666746	4	4	3	3.666666746	2	4	3	3	4	4	2	3.333333254	4	4	5	4.333333492	2	1	1	1.333333373	1	1	1	1	2	1	1	1.333333373	0.25	2.2	2	5	4	4	4	4.5	4	4.666666667	1	3	1	2	0	0	0	3
293	e	22	0	0	1	0	1	4	0	12.5	2	1	4	4	1	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.75	4	4	4	4	4	5	4	4.333333333	1	3	1	4	3	0	1	1	4
294	d	33	0	0	0	1	0	4	0	12.5	1	1	5	5	4	4.666666508	5	5	5	5	5	5	5	5	5	5	4	4.666666508	5	4	4	4.333333492	4	3	3	3.333333254	4	4	3	3.666666746	3	3	3	3	3	3	3	3	3	3	3	3	0.5	2.8	3	4	5	3	3	4.5	3	2.824194952	3	1	4	4	0	0	0	1
295	a	46	0	1	0	0	0	5	1	37.5	1	2	3	5	4	4	5	5	3	4.333333492	5	4	5	4.666666508	5	4	5	4.666666508	4	4	4	4	2	2	2	2	5	5	5	5	3	3	3	3	4	4	4	4	4	4	4	4	0.5	1.4	2	5	5	4	4	5	4	2.333333333	2	2	2	1	0	0	0	1
296	b	55	0	1	0	0	1	5	1	125	1	5	3	3	4	3.333333254	5	4	4	4.333333492	4	4	4	4	3	4	4	3.666666746	3	3	4	3.333333254	2	3	3	2.666666746	3	3	3	3	3	3	4	3.333333254	2	4	3	3	3	3	2	2.666666746	0.5	1	4	4	4	3	2	4	2.666666667	4	2	3	2	1	0	0	0	1
297	e	62	0	1	0	0	1	6	1	12.5	1	1	3	5	1	3	3	5	5	4.333333492	5	4	5	4.666666508	4	4	5	4.333333492	4	5	5	4.666666508	1	2	3	2	5	5	2	4	1	1	2	1.333333373	1	1	1	1	4	1	2	2.333333254	0.75	2.8	5	1	3	1	2	2	2	3.333333333	3	3	3	1	0	0	0	0
298	b	43	0	1	0	0	0	4	1	125	1	5	1	1	1	1	5	5	5	5	1	1	3	1.666666627	1	3	4	2.666666746	5	5	4	4.666666508	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	3	1	3	2.333333254	0.5	5	4	4	5	2	1	4.5	1.333333333	5.333333333	3	2	4	1	1	1	1	4
299	d	21	1	1	0	0	1	4	1	125	1	5	2	3	3	2.666666746	3	2	3	2.666666746	3	2	3	2.666666746	3	3	3	3	3	3	2	2.666666746	2	2	2	2	3	3	3	3	4	2	2	2.666666746	2	3	3	2.666666746	2	3	3	2.666666746	0.75	3.2	3	4	3	2	3	3.5	2.666666667	5.333333333	3	1	4	2	0	0	0	0
300	e	57	0	0	0	0	1	5	1	37.5	1	2	4	5	5	4.666666508	5	5	3	4.333333492	5	4	3	4	4	5	4	4.333333492	2	5	3	3.333333254	2	4	1	2.333333254	5	4	5	4.666666508	4	4	4	4	5	4	4	4.333333492	5	4	5	4.666666508	0.75	4.2	4	2	4	3	3	3	3.333333333	4.666666667	2	3	2	0	1	1	1	4
301	a	39	0	1	0	0	0	4	0	37.5	1	2	3	4	4	3.666666746	5	5	3	4.333333492	5	5	5	5	5	5	4	4.666666508	3	3	3	3	3	2	1	2	4	5	4	4.333333492	3	3	3	3	4	3	3	3.333333254	3	3	3	3	0.5	2	4	1	1	1	2	1	2.333333333	2.490861619	3	1	3	1	0	0	0	0
302	e	30	0	1	0	0	1	6	1	125	3	5	5	5	1	3.666666746	5	5	5	5	5	5	4	4.666666508	5	4	4	4.333333492	5	5	4	4.666666508	4	5	5	4.666666508	5	5	5	5	5	4	5	4.666666508	4	5	5	4.666666508	5	5	5	5	0.25	5	4	5	4	5	5	4.5	5	3.333333333	3	1	3	1	0	0	0	4
303	c	27	1	1	0	0	0	3	0	37.5	1	2	4	2	4	3.333333254	3	4	3	3.333333254	2	5	2	3	4	4	4	4	3	4	3	3.333333254	2	3	3	2.666666746	4	4	3	3.666666746	2	2	2	2	3	4	2	3	4	2	3	3	0.75	1.6	2	1	2	3	4	1.5	2.666666667	3	2	1	2	2	0	0	0	1
304	b	54	0	1	0	0	0	5	0	125	1	5	5	4	5	4.666666508	5	5	4	4.666666508	5	4	4	4.333333492	5	3	3	3.666666746	2	2	2	2	3	1	2	2	5	5	3	4.333333492	4	4	5	4.333333492	5	5	5	5	4	4	4	4	0.5	2.6	3	2	3	2	4	2.5	2.666666667	1.666666667	2	3	2	1	0	0	0	1
305	d	44	0	1	0	0	0	2	1	125	1	5	4	4	4	4	3	5	3	3.666666746	2	3	3	2.666666746	3	4	3	3.333333254	3	3	4	3.333333254	3	2	1	2	5	5	4	4.666666508	3	3	3	3	4	3	3	3.333333254	5	5	4	4.666666508	0	3	4	5	4	3	3	4.5	3	3.666666667	1	2	1	1	0	0	0	1
306	c	36	0	1	0	0	0	4	0	60.25	1	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	0.75	3	3	5	5	3	4	5	3.666666667	1.333333333	3	1	3	1	0	0	0	1
307	c	31	0	0	0	0	0	5	0	37.5	1	2	4	1	3	2.666666746	5	5	3	4.333333492	4	5	5	4.666666508	5	4	3	4	4	3	3	3.333333254	3	4	2	3	5	5	5	5	4	3	4	3.666666746	3	4	3	3.333333254	5	4	4	4.333333492	0.75	3	2	4	4	2	4	4	3	2.666666667	2	1	2	5	0	0	0	2
308	a	44	0	1	0	0	0	6	1	87.5	1	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	3	4.333333492	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4.666666508	5	4	5	4.666666508	5	4	5	4.666666508	0	4.8	2	5	5	2	2	5	2	3.333333333	3	2	3	1	1	0	1	0
309	e	34	0	1	0	0	0	4	1	60.25	2	3	5	5	1	3.666666746	5	5	5	5	5	4	5	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4.666666508	5	5	4	4.666666508	5	5	5	5	5	5	4	4.666666508	0.5	4.8	5	5	5	5	5	5	5	3	3	1	3	1	0	0	0	4
310	c	39	0	0	0	1	1	4	1	60.25	1	3	4	4	2	3.333333254	4	3	3	3.333333254	4	5	5	4.666666508	4	5	4	4.333333492	3	2	3	2.666666746	3	3	3	3	3	4	5	4	3	3	4	3.333333254	5	3	3	3.666666746	3	4	2	3	0	3.8	3	5	4	3	2	4.5	2.666666667	3.666666667	3	1	3	4	0	0	0	3
311	e	28	1	1	0	0	0	4	0	87.5	1	4	3	3	2	2.666666746	4	3	4	3.666666746	4	4	4	4	4	4	3	3.666666746	4	4	4	4	4	4	4	4	3	3	5	3.666666746	4	4	4	4	1	4	4	3	4	3	3	3.333333254	0.75	3.6	4	3	3	4	3	3	3.666666667	2.666666667	3	1	4	2	1	0	1	2
312	c	23	0	0	0	0	0	5	0	12.5	1	1	5	5	4	4.666666508	5	5	4	4.666666508	5	5	5	5	5	5	4	4.666666508	4	4	4	4	4	2	4	3.333333254	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	4.2	5	2	4	4	4	3	4	2.490861619	2	1	2	0	0	0	0	4
313	c	18	1	0	0	0	0	1	0	12.5	1	1	4	5	4	4.333333492	5	4	4	4.333333492	5	5	5	5	5	5	5	5	5	5	3	4.333333492	5	3	3	3.666666746	5	5	5	5	4	4	4	4	5	4	4	4.333333492	5	4	4	4.333333492	0.75	2.8	4	2	1	3	3	1.5	3	3.157528285	1	1	1	5	0	0	0	2
314	d	64	0	1	0	0	1	4	1	37.5	1	2	2	3	3	2.666666746	4	5	4	4.333333492	4	4	4	4	4	3	3	3.333333254	3	3	3	3	3	4	5	4	4	4	3	3.666666746	2	2	2	2	2	2	2	2	2	2	2	2	0.75	1	3	4	3	4	4	3.5	4	4.333333333	3	3	3	1	0	0	0	0
315	e	30	1	1	0	0	1	4	0	125	2	5	5	5	1	3.666666746	5	4	5	4.666666508	4	4	4	4	5	4	4	4.333333492	5	5	4	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	5	4.333333492	0.5	5	4	5	5	5	4	5	4.333333333	1.666666667	3	1	3	2	0	0	0	4
316	d	70	0	1	0	0	1	5	1	60.25	2	3	3	3	3	3	5	5	5	5	5	5	5	5	3	5	1	3	5	5	4	4.666666508	5	4	3	4	5	5	1	3.666666746	3	3	3	3	3	3	3	3	3	3	4	3.333333254	0.5	2.8	3	5	5	3	4	5	3.333333333	5.333333333	2	3	2	1	0	1	1	2
317	d	72	0	1	0	0	1	6	1	125	1	5	3	4	3	3.333333254	5	4	5	4.666666508	4	3	4	3.666666746	3	3	3	3	3	4	4	3.666666746	2	3	4	3	3	4	3	3.333333254	3	3	3	3	3	2	3	2.666666746	3	2	3	2.666666746	0.5	3.6	3	1	1	3	3	1	3.333333333	4.666666667	3	4	3	1	0	0	0	2
